Company Name,Industry,Instrument,Outlook,Rating
Sudisa Foundry Private Limited,Auto Components,Proposed Term Loan,Stable,CRISIL BB+
Sufalam Infra Projects Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Sugam Vanijya Holdings Private Limited,Real Estate Development,Non Convertible Debenture,Stable,CRISIL BB+
Suhasini Developers,Real Estate Development,Long Term Bank Loan,Stable,CRISIL BB-
Suich Industries Private Limited,Electrical Equipment,Term Loan Facilities,Stable,CRISIL BB+
Suja Shoei Industries Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL BBB-
Sujai Shipping And Logistics,Air Freight & Logistics,Cash Credit Limit,Stable,CRISIL B+
Sujan Cooper Standard AVS Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Sujan Industries,Auto Components,Proposed Long-Term Bank Facility,Negative,CRISIL BBB-
Sujata Computers Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Sukaso Ceracolors Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB-
Sukata Tractor Parts Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL BB-
Sukee Enterprises,Containers & Packaging,Cash Credit Limit,Stable,CRISIL BB-
Sukhesh Marketing Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Sukhmaa Sons AND Associates,Professional Services,Cash Credit Limit,Stable,CRISIL BB-
Sukhmani Shikshan Sansthan,Diversified Consumer Services,Proposed Long-Term Bank Facility,Stable,CRISIL B
Sukra Jewellery,Engineering & Capital Goods,Cash Credit/ Overdraft facility,Stable,CRISIL BB-
Sukra Jewels,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Sulabh International Social Service Organisation,Commercial Services & Supplies,Term Loan Facilities,Stable,CRISIL AA-
Sulakshana Agencies,Distributors,Cash Credit Limit,Stable,CRISIL B
Sulochana Agro and Infratech Private Limited,Food Products,Long-Term Bank Facility,Stable,CRISIL B
Sulphur Mills Limited,Chemicals,Cash Credit Limit,Positive,CRISIL A+
Sultania Oil Industries Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB
Suma Foods Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Suma Shilp Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL BB-
Suman Forwarding Agency Private Limited,Road & Rail,Cash Credit Limit,Stable,CRISIL BB+
Suman Mfg. Works Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Sumangal Petrochemicals Private Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL BB
Sumangal Polymers ( A-Division of Shree Sumangal India Private Limited),Trading Companies & Distributors,Electronic Dealer Financing Scheme,Stable,CRISIL BB
Sumati Spintex Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Sumatichand Gouti Jewellers Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Sumeru Developers,Real Estate Development,Cash Credit Limit,Stable,CRISIL B
Sumesh Engineers Private Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL B
Suminter India Organics Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB+
Sumip Composites Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BB+
Sumit Gas Agencies Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B+
Sumit Textile Industries,Household Durables,Proposed Term Loan,Stable,CRISIL B+
Sumitra DS Motors Private Limited,Specialty Retail,Term Loan Facilities,Stable,CRISIL B-
Sumitra Sons,Specialty Retail,Proposed Long-Term Bank Facility,Stable,CRISIL B
Summit Metals,Distributors,Long Term Bank Loan,Stable,CRISIL B+
Sumo Biscuits Private Limited,Household Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Sun Art Exporters,Household Durables,Export Packing Credit,Stable,CRISIL BB+
Sun Associates,Real Estate Development,Term Loan Facilities,Stable,CRISIL BB+
Sun Direct TV Private Limited,Media,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Sun Foods And Feeds,Food Products,Cash Credit Limit,Stable,CRISIL B
Sun Forge Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL BB-
Sun Hospital Private Limited,Health Care Providers & Services,Term Loan Facilities,Stable,CRISIL B+
Sun India Hatcheries Private Limited,Food Products,Rupee Term Loans,Stable,CRISIL BB
Sun N Wind Infra Energy Private Limited,Independent Power Producers & Energy Traders,Proposed Long-Term Bank Facility,Stable,CRISIL B
Sun Paper Mill Limited,Paper & Forest Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Sun Pharmaceutical Industries Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL AAA
Sun Projects (India) Private limited,Real Estate Development,Over Draft,Stable,CRISIL B+
Sun Shine Food Products,Food Products,Long Term Bank Loan,Stable,CRISIL BB-
SunBorne Energy Gujarat One Private Limited,Independent Power Producers & Energy Traders,Term Loan Facilities,Stable,CRISIL A-
SunTec Infrastructure Private Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Sunbeam Auto Private Limited,Auto Components,Cash Credit Limit,Stable,CRISIL AA-
Sunbeam Dealers Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B+
Sunbeam English School Society,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL BBB+
Sunbeam Enterprises,Health Care Equipment & Supplies,Term Loan Facilities,Stable,CRISIL B
Sunbeam Generators Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BBB+
Sunbond Ceramic Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Sunbright Ceramic Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B
Sunco Enterprises,Distributors,Cash Credit Limit,Stable,CRISIL B+
Sundale Packers,Containers & Packaging,Term Loan Facilities,Stable,CRISIL B
Sundaram BNP Paribas Home Finance Limited,Housing Finance Company,Fixed Deposit,Stable,FAA+
Sundaram Exports,Engineering & Capital Goods,Post Shipment Credits,Stable,CRISIL BBB-
Sundaram Finance Limited,Non Banking Financial Company,Non Convertible Debenture,Stable,CRISIL AA+
Sundaram Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Sundaram Mahadeo Autoworld Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL B
Sundaram Packaging India Private Limited,Containers & Packaging,Long Term Bank Loan,Stable,CRISIL BBB
Sundaram Textiles Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BBB-
Sundaram-Clayton Limited,Auto Components,External Commercial Borrowing,Stable,CRISIL AA-
Sundial Mining AND Metals LLP,Distributors,Proposed Cash Credit Limit,Stable,CRISIL B
Sunflag Iron and Steel Co.Limited,Metals & Mining,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Sunflora Vitrified Private Limited,Building Products,Long Term Bank Loan,Stable,CRISIL BB-
Sungov Engineering Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL BB-
Sungracia Tiles Private Limited,Building Products,Term Loan Facilities,Stable,CRISIL B
Sunhill Homes Private Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL B
Sunil Garg AND Co,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Sunil Kumar Agrawal,Construction & Engineering,Proposed Bank Guarantee ? Long-Term,Stable,CRISIL BBB
Sunil Steels - Podiyadi,Construction Materials,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Sunil Trade Links,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B+
Sunita Natural Forest Product Private Limited,Paper & Forest Products,Cash Credit Limit,Stable,CRISIL B+
Sunkon Energy Private Limited,Independent Power Producers & Energy Traders,Term Loan Facilities,Stable,CRISIL BBB
Sunlarge Industries Private Limited,Containers & Packaging,Long Term Bank Loan,Stable,CRISIL B-
Sunlife Infratech,Real Estate Development,Term Loan Facilities,Stable,CRISIL B+
Sunmark Ceramic,Building Products,Term Loan Facilities,Stable,CRISIL BB
Sunmax Constructions,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB+
Sunny International Limited,Household Durables,Term Loan Facilities,Stable,CRISIL BBB
Sunny Star Hotels Private Limited,Hotels Restaurants & Leisure,Term Loan Facilities,Stable,CRISIL BB+
Sunpower Cement Company Private Limited,Construction Materials,Cash Term Loan,Stable,CRISIL B
Sunprime Infratech Private Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL B
Sunraja Oil Industries Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BBB
Sunray Tiles Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BB-
Sunrays Engineers Private Limited,Machinery,Proposed Term Loan,Stable,CRISIL B
Sunrise Agro Industries,Food Products,Term Loan Facilities,Stable,CRISIL B-
Sunrise Foods Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Sunrise Industries,Household Durables,Cash Credit Limit,Stable,CRISIL BB+
Sunrise Industries India Limited,Machinery,Term Loan Facilities,Stable,CRISIL B+
Sunrise Integrated Facility Private Limited,Commercial Services & Supplies,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Sunrise Marketing Agents,Trading Companies & Distributors,Term Loan Facilities,Stable,CRISIL B
Sunrise Process Equipments,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL B
Sunrise Silichem Industries,Building Products,Term Loan Facilities,Stable,CRISIL BBB-
Sunsat Infotech Private Limited,Air Freight & Logistics,Term Loan Facilities,Stable,CRISIL B+
Sunshakti Oil Refinery Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Sunshine Fasteners Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB+
Sunshine Infra Engineers India Private Limited,Construction & Engineering,Secured Overdraft Facility,Stable,CRISIL BB+
Sunton Ceramic Private Limited,Building Products,Term Loan Facilities,Stable,CRISIL B
Suolificio Linea Italia India Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BBB-
Suparna Chemicals Limited,Chemicals,Cash Credit Limit,Stable,CRISIL BBB-
Super Craft Foundry,Auto Components,Cash Credit Limit,Stable,CRISIL BB-
Super Diamond Enterprises,Real Estate Development,Term Loan Facilities,Stable,CRISIL BBB-
Super Disco Ispat Pvt. Ltd.,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Super Dynic Clothing Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB
Super Engineers,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Super Fine Rice Industries,Food Products,Cash Credit Limit,Stable,CRISIL B
Super Gases and Appliances Private Limited,Chemicals,Cash Credit Limit,Stable,CRISIL BB-
Super Geo Drillers (J.V),Construction & Engineering,Over Draft,Stable,CRISIL B
Super Gold Suitings Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB-
Super Hi-Tech Engineers and Contractors,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Super Hobs and Broaches Private Limited,Machinery,Proposed Term Loan,Stable,CRISIL BB-
Super Hoze Industries Private Limited,Household Durables,Cash Credit Limit,Stable,CRISIL B
Super Iron Foundry,Metals & Mining,Packing Credit,Stable,CRISIL BB
Super Iron Foundry Private Limited,Metals & Mining,Foreign Bill Purchase,Stable,CRISIL BB
Super Jewellers Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Super Olefins Private Limited,Containers & Packaging,Bill Discounting,Stable,CRISIL BB
Super Plastic Coats Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Super Plateck Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL B-
Super Sales India Limited,Engineering & Capital Goods,Cash Credit Limit,Positive,CRISIL BBB
Super Seal Flexible Hose Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL B+
Super Seals India Limited,Auto Components,Cash Credit Limit,Stable,CRISIL B+
Super Seeds Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Super Shoes Limited,Engineering & Capital Goods,Proposed Cash Credit Limit,Stable,CRISIL B
Super Smelters Limited,Metals & Mining,Cash Credit Limit,Negative,CRISIL BB
Super Tannery Limited,Engineering & Capital Goods,Stand by Line of Credit,Stable,CRISIL BB+
Super Tech Laces Tirupur Private Limited,Engineering & Capital Goods,Rupee Term Loans,Stable,CRISIL BB-
Super Tex Mills India Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BB-
Superb Minerals India Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Superfine Components Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL B
Superhouse Education Foundation,Diversified Consumer Services,Long Term Bank Loan,Stable,CRISIL BBB+
Superking Manufacturers (Tyre) Private Limited,Auto Components,Proposed Fund-Based Bank Limits,Stable,CRISIL BB
Superlite AAC Blocks Industry,Construction Materials,Cash Credit Limit,Stable,CRISIL B
Supernova Engineers Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB-
Superon Schweisstechnik India Limited,Machinery,Cash Term Loan,Positive,CRISIL BBB
Supertex Industries Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Suprabha Construction Company Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL B
Supraja Dairy Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Suprajit Engineering Limited,Auto Components,Working Capital Demand Loan,Stable,CRISIL AA-
Supreme Audiotronics Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Supreme Cashew Industries,Food Products,Export Packing Credit,Stable,CRISIL BBB-
Supreme Filaments Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Supreme Glazes Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Supreme Knowledge Foundation,Diversified Consumer Services,Proposed Long-Term Bank Facility,Stable,CRISIL B
Supreme Mobiles Private Limited,Specialty Retail,Long Term Bank Loan,Stable,CRISIL B+
Supreme Nonwoven Industries Private Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL A-
Supreme Offshore Constructions And Technical Services Limited,Energy Equipment & Services,Cash Credit Limit,Negative,CRISIL BBB-
Supreme Polyweave Private Limited,Containers & Packaging,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Supreme Rice Industries,Food Products,Cash Credit Limit,Stable,CRISIL BB+
Supreme Sales,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB
Supreme Solvex Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Supreme Treon Pvt Ltd,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL A-
Suprima Cosmo- Tech,Household Products,Long Term Bank Loan,Stable,CRISIL B+
Suprint Textiles (Jaipur) Private Limited,Engineering & Capital Goods,Bill Discounting,Stable,CRISIL B
Sur Gems,Engineering & Capital Goods,Post Shipment Credits,Stable,CRISIL B
Surabhi Supreme Marbles And Granites Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BB+
Surabi Jewellerss,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Suraj Impex India Private Limited,Distributors,Long Term Bank Loan,Stable,CRISIL BB+
Suraj Industries - Mantha,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Suraj Pulses,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Suraj Tradelink Private Limited,Engineering & Capital Goods,Bill Discounting,Stable,CRISIL B+
Surajmull Gouti,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Suraksha Diagnostic Private Limited,Health Care Providers & Services,Proposed Term Loan,Stable,CRISIL BBB
Surat District Co-operative Milk Producers Union Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL AA+
Surat Goods Transport Private Limited,Road & Rail,Cash Credit Limit,Stable,CRISIL BB+
Surbhi Gems,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Surbhi Industries - Morbi,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B
Sure Cargo Control Private Limited,Containers & Packaging,Over Draft,Stable,CRISIL B-
Surendra Infrastructure Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Surendra Mining Industries Private Limited,Metals & Mining,Term Loan Facilities,Stable,CRISIL B
Suresh Enterprises Private Limited,Industrial Conglomerates,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Suresh Gopinath,Construction & Engineering,Over Draft,Stable,CRISIL B+
Suresh Productions Entertainment Limited,Media,Drop Line Overdraft Facility,Stable,CRISIL BB+
Suresh Productions Private Limited,Media,Over Draft,Stable,CRISIL BBB-
Suresh Techno Enterpriser,Electric Utilities,Cash Credit Limit,Stable,CRISIL B+
Surfa Coats (India) Pvt Ltd,Chemicals,Long-Term Bank Facility,Stable,CRISIL BB+
Surface Engineering Private Limited,Construction & Engineering,Over Draft,Stable,CRISIL BB-
Surface Preparation Solutions and Technologies Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL B
Surgicare Centre AND Hospital,Health Care Providers & Services,Over Draft,Stable,CRISIL B+
Suri Shoes Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Surien Pharmaceuticals Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BB
Surin Automotive Private Limited,Auto Components,Long Term Bank Loan,Stable,CRISIL A-
Surinder Kumar and Company,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Surjeet Singh,Trading Companies & Distributors,Secured Overdraft Facility,Stable,CRISIL BB-
Suroj Buildcon Private Limited,Construction & Engineering,Cash Credit Limit,Positive,CRISIL BBB
Surya Bakery and Confectionery Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Surya Charitable And Welfare Society Regd.,Co-operative Society,Proposed Long-Term Bank Facility,Stable,CRISIL B
Surya Contractors Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BBB
Surya Electricals - Khurja,Electrical Equipment,Cash Credit Limit,Stable,CRISIL B+
